schoolID,Round32,Sweet16,Elite8,Final4,Final,Champion,Round32TotalPred,Sweet16TotalPred,Elite8TotalPred,Final4TotalPred,FinalTotalPred,ChampionTotalPred,offanddef_round32pred,offanddef_sweet16pred,offanddef_elite8pred,offanddef_final4pred,offanddef_finalpred,offanddef_championpred
Maryland2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland2014,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.489877456,0.187849502,0.042943701,-0.052168456,-0.018839355,0.030933332
Maryland2015,1,0,0,0,0,0,1.148154587,0.664462744,0.114308053,0.002482758,0.069470728,0.035072718,0.636514815,0.314183663,0.034955322,-0.039521048,0.037178789,0.035072718
Maryland2016,1,1,0,0,0,0,1.824231247,1.428389541,0.557296281,0.247397057,0.122697931,0.04771019,1.007209848,0.82544217,0.398590818,0.205393251,0.090405991,0.04771019
Maryland2017,0,0,0,0,0,0,0.714500646,0.312512327,-0.238736673,-0.050705018,-0.022058852,0.05173818,0.595261342,0.222226415,-0.03060513,-0.050705018,0.02263896,0.019058628
Maryland2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland2018,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.547885997,0.310889469,0.054005595,0.025784624,0.077116759,6.00E-04
Maryland2019,1,0,0,0,0,0,1.57818641,0.787063869,0.362751177,0.194619414,0.142681508,0.071893737,0.909365066,0.596465506,0.266017429,0.090747561,0.095828812,0.040617893
Massachusetts2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.689166279,-0.017453429,-0.05818933,-0.130240362,-0.048029257,-0.008785161
Massachusetts2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts2011,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.556951165,0.145825405,0.047974866,-0.048093341,-0.008542317,0.018568899
Massachusetts2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts2012,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,1.318612835,1.058532527,0.556301568,0.246309033,0.140466413,0.064459957
Massachusetts2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts2013,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,1.094413276,0.786336426,0.384257842,0.2269527,0.106096286,0.038696626
Massachusetts2014,0,0,0,0,0,0,1.734329665,1.169645066,0.647287268,0.361714425,0.158123573,0.019171475,1.189983497,1.025189832,0.541923497,0.280938546,0.118936881,0.049496976
Massachusetts2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.826262617,0.518028709,0.276862879,0.107483658,0.060692631,0.020014744
Massachusetts2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts2016,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.470051548,0.094379823,-0.150961916,-0.185528881,-0.008988058,-0.022027338
Massachusetts2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts2017,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,1.153729075,0.639183458,0.245663534,0.084234119,0.076715754,0.045792752
Massachusetts2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts2018,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.314881117,0.233716079,-0.012409659,-0.013300123,0.027178398,0.00407434
Massachusetts2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts2019,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.346275254,-0.3118239,-0.310709742,-0.287100009,-0.087171635,-0.042763558
McNeese St.2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McNeese St.2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.335424005,0.131639037,-0.084846366,-0.089272776,-0.005853698,0.007814484
McNeese St.2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McNeese St.2011,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.310357789,0.168798212,0.036150301,0.007197366,0.033566841,0.005435592
McNeese St.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McNeese St.2012,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.584588742,0.155829773,0.033401589,-0.083519584,-0.031696123,0.002514402
McNeese St.2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McNeese St.2013,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,1.002900491,0.561892821,0.343922226,0.154749542,0.087015715,0.054025208
McNeese St.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McNeese St.2014,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.369793894,0.130528154,0.029370889,-0.020642241,0.023346502,-0.018923376
McNeese St.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McNeese St.2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.413716346,0.310754429,0.00664002,0.010133132,0.036329519,0.019679785
McNeese St.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McNeese St.2016,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.503579762,0.263486847,-0.0926079,-0.050871565,-0.008245031,0.015140759
McNeese St.2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McNeese St.2017,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.437697206,0.223780451,-0.060540618,-0.034633853,-0.034287178,0.004996445
McNeese St.2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McNeese St.2018,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.765108248,0.582894033,0.252634138,0.103504181,0.044821658,0.019121872
McNeese St.2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McNeese St.2019,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.510037477,0.207194712,-0.024533135,-0.049302691,0.021168916,-0.017542014
Memphis2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Memphis2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,1.101684568,0.719387378,0.346448077,0.143690085,0.079458079,0.064225108
Memphis2011,0,0,0,0,0,0,1.312788197,0.885303486,0.421582533,0.145908658,0.132881776,0.174255762,0.926289223,0.605537588,0.183262047,0.042036805,0.050939442,0.052271904
Memphis2012,0,0,0,0,0,0,1.635412015,0.672726812,0.241754527,0.16253494,0.091904804,0.0953838,1.136831255,0.628109142,0.253966224,0.058663087,0.045052108,0.064107957
Memphis2013,1,0,0,0,0,0,2.298448924,1.582423016,0.900826902,0.461990234,0.212318796,0.128211805,1.574804871,1.175043871,0.668495134,0.358118381,0.1654661,0.096935962
Memphis2014,1,0,0,0,0,0,1.485489043,0.634137162,0.188313611,0.071395308,0.083589844,0.039821954,0.817282483,0.550048297,0.188313611,0.071395308,0.083589844,0.039821954
Memphis2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Memphis2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.757986528,0.376897939,0.100897255,-0.024935299,0.038623931,0.024064949
Memphis2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Memphis2016,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,1.15311651,0.892505448,0.545942816,0.24619403,0.090927023,0.043282681
Memphis2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Memphis2017,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.691174485,0.517673066,0.253278875,0.126478045,0.06374935,0.047812218
Memphis2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Memphis2018,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.858325149,0.624416748,0.263622647,0.0753082,0.043494651,0.03528471
Memphis2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Memphis2019,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,1.163964497,0.976810144,0.371570795,0.188518081,0.048467462,0.061273492
Mercer2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mercer2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.481679135,0.418029347,0.076705142,0.04102512,0.053942419,0.004127424
Mercer2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mercer2011,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.415002442,-0.042336642,-0.048674646,-0.105605975,-0.002682622,-0.020078048
Mercer2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mercer2012,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.926244873,0.616835345,0.288844132,0.116838718,0.101911905,0.033019129
Mercer2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mercer2013,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.643932404,0.360903737,0.07027312,-0.001074723,0.041568756,0.021584486
Mercer2014,1,0,0,0,0,0,0.809630576,0.239132069,-0.032433659,-0.025002884,0.028403064,0.017595031,0.497050681,0.318386332,0.027883882,-0.025002884,0.028403064,0.017595031
Mercer2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mercer2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.294363387,-0.014922162,-0.070184587,-0.117700575,-0.018132225,-0.0401935
Mercer2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mercer2016,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.738327174,0.227409225,0.029732176,-0.028531709,0.050764423,0.006747164
Mercer2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mercer2017,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.288180371,0.144256882,-0.080881978,-0.085055069,0.010233545,-0.018921236
Mercer2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mercer2018,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.270518134,0.064776314,-0.185701262,-0.1562363,-0.054378632,-0.038311116
Mercer2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mercer2019,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.165500773,-0.05368748,-0.178013584,-0.144318705,-0.021271908,-0.038944049
Miami FL2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami FL2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.565077582,0.265150693,-0.078375432,-0.111232795,-0.006497143,0.002589232
Miami FL2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami FL2011,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,1.028669906,0.658425432,0.294926632,0.101391861,0.079590749,0.032675971
Miami FL2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami FL2012,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.5384033,0.166855373,-0.021393848,-0.058237702,-0.013190419,0.001953693
Miami FL2013,1,1,0,0,0,0,1.924101924,1.204317971,0.574948591,0.275265105,0.112213985,0.04615232,1.076606827,0.820398793,0.437839493,0.240528119,0.112213985,0.04615232
Miami FL2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami FL2014,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.875215651,0.531762013,0.131270405,0.04053252,0.049560279,0.043655828
Miami FL2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami FL2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.64658894,0.146279405,0.019160217,-0.136459789,-0.048448187,0.024248771
Miami FL2016,1,1,0,0,0,0,0.731489925,0.28279441,-0.100131418,-0.075360881,-0.027202683,-0.003605832,0.629967546,0.201648826,0.057019868,-0.075360881,-0.027202683,-0.003605832
Miami FL2017,0,0,0,0,0,0,0.835998232,0.497008036,0.130903259,0.047364176,-0.01977358,0.025570349,0.552700533,0.400110025,0.073146893,0.012627189,0.026104536,0.025570349
Miami FL2018,0,0,0,0,0,0,1.330498397,0.347522023,0.050029734,0.065289341,0.014053446,0.021602822,0.626902123,0.247425591,-0.014774162,-0.038582512,0.011898563,0.02065248
Miami FL2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami FL2019,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.499356238,0.306383292,0.111580717,0.001430965,0.012734504,0.009624252
Miami OH2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami OH2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.651151183,0.290520246,0.1237504,-0.012191478,-0.023817968,0.009719744
Miami OH2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami OH2011,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.154923895,0.059503948,-0.124693515,-0.087232826,0.006207026,-0.029159504
Miami OH2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami OH2012,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.259466753,-0.027261347,-0.155239553,-0.124843885,-0.056593363,-0.008822863
Miami OH2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami OH2013,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.393039698,0.02826092,-0.023426853,-0.100553515,-0.020011352,0.017151489
Miami OH2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami OH2014,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.443520556,0.202251541,0.087722501,-0.025730396,-0.025517842,0.020110683
Miami OH2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami OH2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.238237723,-0.080087212,-0.11871861,-0.167396198,-0.053226963,-0.021135333
Miami OH2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami OH2016,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.213916298,-0.130738744,-0.166882193,-0.166276161,-0.041234553,-0.024583643
Miami OH2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami OH2017,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.762604148,0.1980975,0.045591533,-0.017841867,0.006593132,0.031334515
Miami OH2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami OH2018,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.593913861,0.23709447,-0.012959161,-0.030070203,0.017378604,0.019740552
Miami OH2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami OH2019,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.667522122,0.30634681,0.112912534,0.00832161,0.036619439,0.013666522
Michigan St.2010,1,1,1,1,0,0,1.727501742,1.375413189,0.788144293,0.409191583,0.209514622,0.084969137,1.157709187,0.914660414,0.492067442,0.270582743,0.127572287,0.053693294
Michigan St.2011,0,0,0,0,0,0,0.870367924,0.39082791,0.065584117,0.05628688,0.034476447,2.53E-05,0.581245506,0.174032099,0.06339436,0.021549894,0.034476447,2.53E-05
Michigan St.2012,1,1,0,0,0,0,1.621998457,1.151407964,0.240782605,0.07872596,0.06862758,0.03390983,0.814782317,0.539485563,0.161429873,0.07872596,0.06862758,0.03390983
Michigan St.2013,1,1,0,0,0,0,1.924859434,1.434400741,0.954856639,0.548884414,0.172039495,0.062797006,1.022680255,0.785697835,0.400949007,0.165803106,0.079749859,0.062797006
Michigan St.2014,1,1,1,0,0,0,1.994749995,1.606290559,1.179627307,0.335711453,0.143711172,0.079781965,1.429060267,1.088463192,0.620887926,0.300974467,0.143711172,0.079781965
Michigan St.2015,1,1,1,1,0,0,1.769497798,1.337689413,0.723740743,0.456097638,0.214614032,0.090501821,1.184360578,0.90284626,0.508933087,0.275484992,0.135469397,0.059225978
Michigan St.2016,0,0,0,0,0,0,1.27531877,0.87913235,0.461686701,0.247580833,0.147809638,0.044588955,0.748854282,0.577561625,0.320199961,0.143708979,0.065867304,0.013313111
Michigan St.2017,1,0,0,0,0,0,1.638821883,0.665995595,0.293265081,0.352662245,0.100679292,0.097957329,1.058193176,0.535840287,0.235573986,0.141727698,0.057954209,0.050421049
Michigan St.2018,1,0,0,0,0,0,1.989408514,1.111502241,0.577410803,0.418018036,0.201913447,0.149604612,1.207809904,0.724984215,0.325612858,0.161888844,0.088481109,0.056432737
Michigan St.2019,1,1,1,1,0,0,1.661895285,1.300362246,0.58318266,0.283078565,0.141880154,0.138602933,0.99146464,0.735173118,0.346778639,0.179206712,0.095027459,0.044322038
Michigan2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.363565134,0.168368571,-0.031760541,-0.055037088,-0.008530594,0.005736033
Michigan2011,1,0,0,0,0,0,0.966827068,0.331934838,0.177076443,0.009120911,0.146401993,0.010396777,0.611226584,0.235036826,0.119320077,-0.025616076,0.025230764,0.010396777
Michigan2012,0,0,0,0,0,0,0.44755322,0.104511026,-0.053455766,-0.001847651,0.045970569,-0.003051035,0.383473006,0.179470511,0.002110843,-0.001847651,0.045970569,-0.003051035
Michigan2013,1,1,1,1,1,0,1.704691185,1.37555641,0.943725758,0.564089051,0.350211804,0.065733322,1.161542249,0.868097913,0.490093564,0.203543356,0.128159547,0.065733322
Michigan2014,1,1,1,0,0,0,1.010191794,0.809680482,0.426683489,0.184066738,0.142380547,0.021654124,0.764455235,0.496018007,0.25066869,0.068553873,0.058496042,0.021654124
Michigan2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.091617131,-0.433071895,-0.281291108,-0.303016959,-0.112232838,-0.047085994
Michigan2016,0,0,0,0,0,0,0.382929234,0.136412641,-0.059262492,-0.133410779,0.012373447,-0.009123314,0.497608162,0.110129862,-0.059262492,-0.133410779,0.012373447,-0.009123314
Michigan2017,1,1,0,0,0,0,1.679463553,1.107968743,0.412031698,0.170653602,0.083536566,0.050258389,0.906814838,0.710409698,0.34150215,0.170653602,0.083536566,0.050258389
Michigan2018,1,1,1,1,1,0,1.666460489,0.877487939,0.454027016,0.197759299,0.210924002,0.073289598,0.851975853,0.468841202,0.243496551,0.0486928,0.016890634,0.02670366
Michigan2019,1,1,0,0,0,0,1.550812034,1.172788194,0.27154061,0.148797725,0.106065247,0.105632192,0.984580186,0.600086523,0.310617988,0.072056933,0.073773307,0.042627139
Middle Tennessee2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Tennessee2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.615290153,0.332367087,0.045941616,0.025672732,0.020908717,0.003283041
Middle Tennessee2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Tennessee2011,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.472141621,0.177401608,-0.063985567,-0.047919513,0.021140592,0.026173746
Middle Tennessee2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Tennessee2012,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.470798654,0.023131543,3.10E-04,-0.014830566,0.028261451,-5.77E-04
Middle Tennessee2013,0,0,0,0,0,0,0.792766868,0.490365216,0.240865711,0.186310638,0.117077151,0.053376264,0.734546975,0.352787813,0.137191274,0.047701799,0.070224455,0.02210042
Middle Tennessee2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Tennessee2014,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.532562489,0.127256051,0.109842148,0.037666384,0.036453969,0.008045985
Middle Tennessee2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Tennessee2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.141230339,0.093821692,-0.13726727,-0.09848281,-4.22E-05,-0.007668971
Middle Tennessee2016,1,0,0,0,0,0,0.571289843,-0.119227899,-0.186693753,-0.259045671,-0.056739315,-0.097532374,0.107957265,-0.065438701,-0.186693753,-0.146325797,-0.056739315,-0.035363816
Middle Tennessee2017,1,0,0,0,0,0,0.948098515,0.252044489,0.031029151,-0.022626272,0.034393634,-0.023074506,0.503770906,0.27402816,0.076186414,-0.022626272,-6.96E-04,-0.023074506
Middle Tennessee2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Tennessee2018,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.490061212,0.262522617,0.0294617,-0.021071897,0.022796269,-0.02936699
Middle Tennessee2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Tennessee2019,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.492950037,0.412150783,0.123792564,0.017422176,0.017206619,-0.006142601
Milwaukee2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.307129251,-0.149010871,-0.077537803,-0.069785947,-0.008386134,-0.006304954
Milwaukee2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee2011,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.471032768,0.362133995,0.099021687,-0.003663677,0.001133142,0.018603334
Milwaukee2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee2012,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.371455477,0.337262461,0.002756799,-0.021481989,0.016480409,-0.006625754
Milwaukee2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee2013,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.342661627,0.158230699,-0.09668757,-0.11632641,-0.03641768,-0.03013398
Milwaukee2014,0,0,0,0,0,0,0.898665072,0.640284499,0.143251495,0.440934802,0.464528642,0.337233167,0.563001662,0.360262123,0.085310603,0.001884707,0.040185242,0.012120835
Milwaukee2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.435610807,0.301729881,0.03987434,0.00224266,0.018268018,0.003209657
Milwaukee2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee2016,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.486163608,0.3336532,0.067448759,0.041818328,0.050695874,-0.006496347
Milwaukee2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee2017,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.354512285,-0.114919592,-0.242708146,-0.197143708,-0.060798491,-0.013118592
Milwaukee2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee2018,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.680547482,0.351355383,0.120137643,4.31E-04,0.011992073,0.008756247
Milwaukee2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
