schoolID,Round32,Sweet16,Elite8,Final4,Final,Champion,Round32TotalPred,Sweet16TotalPred,Elite8TotalPred,Final4TotalPred,FinalTotalPred,ChampionTotalPred,offanddef_round32pred,offanddef_sweet16pred,offanddef_elite8pred,offanddef_final4pred,offanddef_finalpred,offanddef_championpred
Abilene Christian2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abilene Christian2014,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.642848558,0.064903126,0.044622298,0.033708027,0.067871016,0.010498169
Abilene Christian2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abilene Christian2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.161230872,0.130242194,-0.081557354,-0.032753046,0.014727815,-0.013731888
Abilene Christian2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abilene Christian2016,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.378877231,0.245841075,-0.041787447,-0.02012252,0.010761125,-0.01747516
Abilene Christian2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abilene Christian2017,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.696698178,0.437056052,0.161613377,0.059259835,0.070778404,0.027299479
Abilene Christian2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abilene Christian2018,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.424886515,0.279783422,0.042242131,0.028213441,0.033397159,0.010121264
Abilene Christian2019,0,0,0,0,0,0,0.189243846,-0.45682705,-0.4211429,-0.172454739,-0.047939699,-0.041476018,0.134528247,-0.099112046,-0.24969214,-0.172454739,-0.047939699,-0.041476018
Air Force2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Air Force2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.214498398,-0.164200617,-0.17180391,-0.140891107,-0.002427392,-0.055565611
Air Force2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Air Force2011,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.531999118,0.117145286,0.035045522,-0.071082014,-0.015110822,-0.021606882
Air Force2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Air Force2012,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.502877799,0.157580639,0.014276901,-0.047403031,0.012273065,-0.012340454
Air Force2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Air Force2013,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.424422393,0.071161526,-0.116431949,-0.098440806,-0.012799671,-0.022326413
Air Force2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Air Force2014,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.539264047,0.267446091,0.076545434,-0.007631566,0.035430694,0.01247361
Air Force2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Air Force2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.140556117,-0.162941173,-0.211531828,-0.176854507,-0.059897293,-0.036226384
Air Force2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Air Force2016,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.237110704,-0.248819016,-0.241806669,-0.17553235,-0.022337297,-0.015200884
Air Force2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Air Force2017,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.218385583,0.134394781,-0.089171148,-0.04094114,0.012982831,-0.013275964
Air Force2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Air Force2018,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.149180863,-0.099359043,-0.19979022,-0.155800633,-0.006887127,-0.011486583
Air Force2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Air Force2019,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.177428682,-0.027470067,-0.151244211,-0.116083919,-0.001829611,-0.018211799
Akron2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akron2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.750546074,0.528505345,0.178456872,0.08217835,0.050053086,0.014908485
Akron2011,0,0,0,0,0,0,1.141074311,0.470106891,0.197803631,0.120524529,0.085757094,0.038517331,0.830991443,0.355807434,0.068961846,0.013140225,0.02302185,0.020447198
Akron2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akron2012,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.437120126,0.152644163,-0.092312736,-0.071286972,0.022302618,-0.001755915
Akron2013,0,0,0,0,0,0,0.575974025,-0.136328215,-0.314888585,-0.092267818,-0.0124254,-6.06E-04,0.517349664,-0.029015418,-0.102112647,-0.092267818,-0.0124254,-6.06E-04
Akron2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akron2014,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.22960759,-0.134476231,-0.235217451,-0.162315509,-0.055183929,-0.006313105
Akron2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akron2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.525143425,0.159126475,-0.05351278,-0.023685642,0.01452783,0.005575647
Akron2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akron2016,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.67646101,0.461355998,0.155005983,0.067682172,0.039450488,0.027332452
Akron2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akron2017,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.348075526,0.193732591,-0.009329618,-0.020450833,-0.008431696,-0.002752429
Akron2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akron2018,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.414282458,-0.05165219,-0.075113048,-0.126995219,-0.011892116,0.001168208
Akron2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akron2019,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.442769052,0.33822152,0.111695215,0.037498901,0.062489836,0.006249606
Alabama A&M2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama A&M2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,1.318046423,0.591519579,0.405288822,0.190857492,0.083473778,0.07748307
Alabama A&M2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama A&M2011,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.297536153,0.016175747,-0.156402144,-0.075068714,0.001902975,0.002219707
Alabama A&M2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama A&M2012,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.421889038,0.156634252,-0.024993911,-0.031959224,-0.030963836,0.020597594
Alabama A&M2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama A&M2013,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.356961185,0.185074105,0.039106405,-0.001427916,0.011517227,0.017970065
Alabama A&M2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama A&M2014,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.489245406,-0.041324069,-0.129041669,-0.092228606,-3.37E-04,-0.013254999
Alabama A&M2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama A&M2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,-0.013267492,0.031538345,-0.149567625,-0.074336084,0.006223756,-0.015220725
Alabama A&M2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama A&M2016,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,-0.030461058,-0.106282729,-0.269230142,-0.152232498,0.008666417,-0.037344928
Alabama A&M2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama A&M2017,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.102229366,-0.359811556,-0.347049806,-0.231181754,-0.076440835,-0.031269617
Alabama A&M2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama A&M2018,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.017507793,-0.2667305,-0.279331857,-0.19796508,-0.009271408,-0.057909328
Alabama A&M2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama A&M2019,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,-0.028547225,-0.118057291,-0.232170072,-0.107547853,0.023872087,-0.068167715
Alabama St.2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama St.2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.673832313,0.225029751,0.074313263,-0.017102458,-0.028315792,0.018809392
Alabama St.2011,0,0,0,0,0,0,0.613278877,-0.014021916,0.020382566,-0.031998028,-0.009544513,0.012294848,0.613278877,-0.014021916,0.020382566,-0.031998028,0.036333603,0.012294848
Alabama St.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama St.2012,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.252744636,0.01660485,-0.126372981,-0.103164068,-0.015268929,-0.024768433
Alabama St.2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama St.2013,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.324476004,0.113978353,-0.078012751,-0.068504935,-0.002515835,0.008210626
Alabama St.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama St.2014,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.421717681,0.113610559,-0.041851434,-0.073786182,-0.049602416,0.003261402
Alabama St.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama St.2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.459467118,0.533687941,0.134656164,0.057604941,0.014640442,0.006592375
Alabama St.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama St.2016,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.412490274,0.315891031,0.033004316,-0.006733679,0.026048048,0.009306
Alabama St.2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama St.2017,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.300569108,-0.012118202,-0.138487285,-0.086516153,0.020274092,-0.027760518
Alabama St.2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama St.2018,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.21696614,-0.111697354,-0.290652373,-0.184439457,-0.001260142,-0.022363758
Alabama St.2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama St.2019,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.257472345,-0.075265907,-0.205933752,-0.174364922,-0.028544482,0.002678268
Alabama2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.493227515,0.290041447,0.001227676,-0.019615604,0.046128935,0.011275733
Alabama2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama2011,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.802272488,0.651021053,0.278171578,0.119837182,0.058222959,0.058093524
Alabama2012,0,0,0,0,0,0,1.10317656,0.298781429,0.201902923,0.039629432,0.032372471,0.036174952,0.647875128,0.249949884,0.043182338,-0.035657868,-0.014480225,0.024666401
Alabama2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama2013,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.999313285,0.445547097,0.176399927,0.028392221,0.064951032,0.040366876
Alabama2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama2014,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.643579983,0.172384914,-0.008733409,-0.092692457,0.008988172,-0.00220716
Alabama2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.459061726,0.116262206,-0.119872377,-0.101175113,-0.00176917,0.013777241
Alabama2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama2016,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.969807935,0.537311229,0.221946555,0.080569016,0.066735541,0.034595683
Alabama2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama2017,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.953067352,0.496943618,0.245357214,0.137712752,0.099517947,0.03706901
Alabama2018,1,0,0,0,0,0,1.299083749,0.973581721,0.386081446,0.152862305,0.139716942,0.141400832,1.030889894,0.611324896,0.229030157,0.048990452,0.092864246,0.047119936
Alabama2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama2019,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.67947507,0.28420571,0.010992068,-0.058876815,0.040587672,-0.002642546
Albany2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albany2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.287564316,-0.35969902,-0.29240567,-0.20812311,-0.040223587,-0.023026296
Albany2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albany2011,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.750567766,0.316295078,0.117982363,0.007846344,0.028341733,0.022695321
Albany2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albany2012,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.737942101,0.386832975,0.131106344,-0.009528648,0.022991274,0.029633524
Albany2013,0,0,0,0,0,0,0.653239829,0.636749015,0.209660469,0.12253917,0.073545802,0.028379355,0.488096899,0.196902252,0.05260918,0.018667317,0.026693106,-0.002896489
Albany2014,0,0,0,0,0,0,0.579521842,0.372962488,0.030432161,0.055041101,0.03570132,0.010808483,0.579521842,0.269694781,0.139377606,0.055041101,0.03570132,0.010808483
Albany2015,0,0,0,0,0,0,0.962025076,-0.007929902,-0.0385334,-0.012506782,0.142636199,0.004333084,0.602082939,0.071481883,0.070164421,-0.054510588,-0.010826969,0.004333084
Albany2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albany2016,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.61167194,0.05865029,0.02898569,-0.033106719,0.034806352,0.011926302
Albany2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albany2017,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.359112956,-0.004056377,-0.095706675,-0.104105328,-2.05E-04,-0.022904208
Albany2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albany2018,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.582365079,0.31384676,0.179432416,0.060831826,0.054789917,0.007834083
Albany2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albany2019,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.612264079,0.182982192,-0.079660315,-0.103134415,0.001100608,0.004436534
Alcorn St.2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcorn St.2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.268972681,-0.469323945,-0.206260961,-0.190884948,-0.066302457,-0.001328225
Alcorn St.2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcorn St.2011,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.176578772,-0.215243992,-0.164839123,-0.147645081,-0.039826312,-0.017043226
Alcorn St.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcorn St.2012,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.818070601,0.475676999,0.190739293,0.099952194,0.046631957,0.030405073
Alcorn St.2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcorn St.2013,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.348233437,0.130809145,-0.009189959,-0.023157138,0.009251089,0.01250559
Alcorn St.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcorn St.2014,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.093344115,0.00547974,-0.12941491,-0.060316257,0.022386799,-0.01847577
Alcorn St.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcorn St.2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.203122823,-0.088432436,-0.04178241,-0.060289451,0.004227788,0.001741661
Alcorn St.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcorn St.2016,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.292747682,0.03547879,-0.119396823,-0.096381247,-0.004890534,-0.031633402
Alcorn St.2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcorn St.2017,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.131049415,0.106462052,-0.113698331,-0.059631123,-0.012472028,-0.022264075
Alcorn St.2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcorn St.2018,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.551684754,0.047417826,-0.022847617,-0.053730856,7.77E-04,0.002299355
Alcorn St.2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcorn St.2019,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.54456004,0.146749907,-0.018805994,-0.063893099,0.023203601,0.012868051
American2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.411950862,-0.013802203,-0.086692354,-0.068520144,0.004508977,-0.006060356
American2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American2011,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.298278163,0.136530938,-0.067748558,-0.052237966,0.011068567,-0.007157828
American2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American2012,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.404425086,0.015357516,-0.09136125,-0.076020394,0.022672919,-0.003363587
American2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American2013,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.111530396,-0.080007114,-0.119595923,-0.076661753,-0.037905268,-0.019006997
American2014,0,0,0,0,0,0,0.860436638,0.204643545,-0.033372833,-0.02673575,0.032362857,-0.005604313,0.541474976,0.175663595,0.063460912,-0.068739556,7.09E-05,-0.005604313
American2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.174607938,0.001350369,-0.077778512,-0.083607063,0.009263572,-0.010019435
American2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American2016,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.308983723,-0.073322944,-0.177278702,-0.140559746,-0.020134496,-0.009762246
American2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American2017,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.15646564,2.60E-04,-0.168703307,-0.124547872,-0.029627121,-0.001524225
American2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American2018,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.251985952,-0.019061943,-0.081125839,-0.063118337,-0.019110472,0.017286613
American2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American2019,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.498283828,0.187757687,0.090926189,-0.024566773,0.001506617,0.040697978
Appalachian St.2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appalachian St.2010,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.330709861,0.034335175,-0.027236736,-0.021850129,0.00200079,-0.010489036
Appalachian St.2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appalachian St.2011,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.408935634,-0.114228209,-0.081340898,-0.100999423,-0.008690146,-0.018023381
Appalachian St.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appalachian St.2012,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.468161607,0.036922525,-0.025610392,-0.086562628,-0.038474044,-0.004141441
Appalachian St.2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appalachian St.2013,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.347989,0.093711323,-0.092636085,-0.084767387,-0.00172463,0.007525787
Appalachian St.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appalachian St.2014,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.561759094,0.245808077,0.107976983,0.033033582,-0.016871911,0.022487566
Appalachian St.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appalachian St.2015,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.257445097,-0.11389529,-0.158155558,-0.099762133,-0.025008173,-0.014860368
Appalachian St.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appalachian St.2016,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.401039944,0.024610401,-0.19852287,-0.102152024,-0.011313373,5.75E-04
Appalachian St.2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appalachian St.2017,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.269903581,-0.192193593,-0.304165658,-0.236847577,-0.096887016,-0.034113804
Appalachian St.2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appalachian St.2018,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,0.596202595,0.318172105,0.003530586,-0.017522467,-0.009387522,0.009976245
Appalachian St.2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
