Estimate,Std. Error,t value,Pr(>|t|),FinalPos
-0.01885263268183693,0.15110140774219705,-0.12476808100955954,0.9007601646923163,`finalposition_1-1-F`
-0.029119926295704167,0.14656912434697814,-0.19867708445038917,0.8426007176227968,`finalposition_1-1-G`
0.10310722532019245,0.5203201577693796,0.1981611201884138,0.8430041430809784,`finalposition_1-1-G-F`
-0.1988941673816566,0.13739599583828405,-1.4475979897969975,0.14839196966012927,`finalposition_1-2-F`
-0.04086281701665984,0.09301055542610814,-0.4393352650078855,0.6606192631579507,`finalposition_1-2-G`
0.1003195915359473,0.3523734561192118,0.28469678914182484,0.7760010529400894,`finalposition_1-2-G-F`
0.11433567091683432,0.595549716018085,0.1919834194218007,0.8478375842845485,`finalposition_1-3-F`
0.026102134518140127,0.11182850387823917,0.2334121767967189,0.8155423375739959,`finalposition_1-3-G`
-0.6813307967928767,0.47837363326631016,-1.4242649456676482,0.1550291743004418,`finalposition_1-3-G-F`
0.9376161617272878,0.6341177623257146,1.478615199625462,0.13990879610422338,`finalposition_1-4-C`
-0.038430010973458016,0.13563351080864655,-0.2833371395043778,0.7770423763778485,`finalposition_1-4-F`
-0.30436448638511737,0.4782047439477165,-0.6364731639266097,0.5247759436266841,`finalposition_1-4-G-F`
-0.13036867790370907,0.23516838212230518,-0.5543631194260953,0.5795923670475883,`finalposition_1-5-G`
0.16593529008285285,0.15776221230485454,1.0518063081050417,0.29342546606339043,`finalposition_1-6-F`
-0.01669658291698406,0.07317017335831816,-0.2281883744517048,0.8195984110980373,`finalposition_1-6-G`
0.060220084701217716,0.4931723293583012,0.12210759022018533,0.902865671064891,`finalposition_1-6-G-F`
-0.0068138175525246526,0.09057709054416803,-0.07522672136617191,0.9400661291617904,`finalposition_1-7-F`
-0.04047499360014699,0.06275692067249788,-0.6449486871952983,0.5192731232421472,`finalposition_1-7-G`
0.22080943696026809,0.23389957535559477,0.9440352194935544,0.3456336015133441,`finalposition_1-7-G-F`
0.11220129875438127,0.17418690228389783,0.6441431432744033,0.5197948428564569,`finalposition_1-8-C`
0.06107498524205316,0.04991950381388978,1.2234693972470825,0.22176159938861637,`finalposition_1-8-F`
0.17149301986939441,0.540091715988364,0.3175257364493425,0.7509848333202715,`finalposition_1-8-F-C`
0.11556231083553593,0.13980348815392876,0.8266053469874628,0.40887756147823495,`finalposition_1-8-G`
-0.23986882381806057,0.18903889205243307,-1.268886107053193,0.20510574874287077,`finalposition_1-8-G-F`
0.047938997944154904,0.20451857138757162,0.2343992411980446,0.8147764746793609,`finalposition_1-9-F`
0.6294363956521324,0.3796355653175957,1.658001655154617,0.09798012549872441,`finalposition_1-9-G`
0.01326457121168768,0.5391925773851349,0.02460080455115956,0.980383752468377,`finalposition_2-1-C`
0.015543931964140766,0.12276697867305887,0.12661329725752932,0.8993002751127996,`finalposition_2-1-F`
-0.2669134891600491,0.23326524454736472,-1.144248855752071,0.2530991599899907,`finalposition_2-1-G`
0.3242183891329694,0.556375264659379,0.5827332912282874,0.5603505509423776,`finalposition_2-1-G-F`
0.2350752897384329,0.11832738632438752,1.9866515862522975,0.047537566632232374,`finalposition_2-2-F`
0.019469596385461935,0.26339263016370673,0.07391853133233445,0.9411064593623719,`finalposition_2-2-G`
0.2121772508358408,0.36695054115984765,0.5782175716792691,0.5633924199897757,`finalposition_2-2-G-F`
0.16067624240176276,0.07783162562265203,2.0644081517809094,0.03952365736203705,`finalposition_2-4-C`
0.16514292953415424,0.04844450329739229,3.4089095417156168,7.080075324925131e-4,`finalposition_2-4-F`
0.5157531402011287,0.22658822984913704,2.2761691573499574,0.02328203832010613,`finalposition_2-4-F-C`
-0.17138091180570977,0.38883251431270555,-0.440757666854687,0.6595898162892884,`finalposition_2-4-G`
-0.36964533144073963,0.4685718042425528,-0.7888765992616051,0.4305793536140753,`finalposition_2-5-F`
-0.1706763700451986,0.3948324807371692,-0.43227540380299634,0.6657382626275687,`finalposition_2-5-G`
-0.7293664213418657,0.4939116920705608,-1.4767142245291645,0.14041770314673807,`finalposition_2-6-G`
0.3015044896559713,0.4911992234730047,0.6138130421383725,0.5396339596587545,`finalposition_2-7-F`
0.3138939716876346,0.19005029708793664,1.6516363115307064,0.09927239530015167,`finalposition_2-8-C`
-0.014140558805707264,0.09863495999544097,-0.14336254413608376,0.8860649162837557,`finalposition_2-8-F`
1.1670646870053867,0.5223278743490678,2.2343526821343755,0.025926297995701376,`finalposition_2-8-F-C`
-0.6401142864889249,0.48867638236635846,-1.3098940517428856,0.19086749395018313,`finalposition_2-8-G`
0.35161823088417477,0.18267067976089527,1.9248750338282066,0.054844390573457844,`finalposition_2-9-C`
0.10616259184565507,0.05054070117733277,2.1005365848242015,0.036210469769408116,`finalposition_2-9-F`
0.7179465844140726,0.3640726267555007,1.971987267519077,0.04919325034445628,`finalposition_2-9-F-C`
-0.21715940699321815,0.493762712891198,-0.43980519655211353,0.6602790842577018,`finalposition_2-9-G`
-0.12826359819518435,0.3539968791120734,-0.36232974289747005,0.7172674642359866,`finalposition_2-9-G-F`
-0.03331345745791165,0.08348449933803238,-0.39903763838870265,0.6900455635237207,`finalposition_3-1-F`
0.027694936677744187,0.0358748693428897,0.7719871092222736,0.44050758713193583,`finalposition_3-1-G`
0.011174322958824753,0.1398626938692244,0.0798949501807327,0.936354597079766,`finalposition_3-1-G-F`
0.16122500260495085,0.12925005537388773,1.2473882671737948,0.21287240841312574,`finalposition_3-2-F`
0.06904083498375682,0.051882672087579754,1.3307108559715948,0.18392530103943466,`finalposition_3-2-G`
